name;rating;convenience;security;functionality;comment 
Мушиный лабиринт 62;2.6;4;3;5;У этого здания отличная архитектура.
Церковь 97;1.1;3;1;2;Это здание прекрасно вписывается в окружающий ландшафт.
Кошара 15;0.1;3;1;5;Это здание представляет собой типичный образец современной архитектуры.
Электростанция 72;0.8;1;3;3;Это здание очень функционально.
Аэропорт 68;0.5;1;2;4;Это здание имеет стандартную конструкцию.
Кинотеатр 24;4.8;2;3;1;У этого здания отличная архитектура.
Церковь 97;3.7;3;5;5;Мне нравится дизайн этого здания.
Лосятник 92;4.2;1;3;1;Это здание имеет стандартную конструкцию.
Кинотеатр 84;0.2;4;2;5;Это здание не имеет особых архитектурных особенностей.
Путепровод 8;3.9;3;5;3;Это здание построено из стандартных строительных материалов.
Лосятник 92;0.3;2;5;3;Мне нравится дизайн этого здания.
Бункер 97;2.0;1;4;1;Это здание имеет стандартную конструкцию.
Театр 68;3.3;5;2;1;Это здание прекрасно вписывается в окружающий ландшафт.
Берлога 36;2.2;4;4;2;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Музей 91;3.3;2;3;4;Это здание не имеет особых архитектурных особенностей.
Университет 99;1.3;1;3;1;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Паутинник 26;2.8;5;4;4;Это здание является примером функционального дизайна.
Музей 55;3.3;1;3;1;Это здание не имеет особых архитектурных особенностей.
Порт 71;2.9;3;5;4;Это здание является примером функционального дизайна.
Виадук 2;1.7;5;3;4;Это великолепное здание!
Музей 91;2.0;2;5;2;Это здание является примером функционального дизайна.
Театр 68;3.7;2;1;5;Это здание не имеет особых архитектурных особенностей.
Муравейник 68;4.5;1;4;1;Это здание является примером функционального дизайна.
Цирк 34;2.7;2;4;3;У этого здания отличная архитектура.
Фабрика 100;4.4;1;3;4;Это здание имеет стандартную конструкцию.
Порт 71;2.0;4;1;3;Это здание представляет собой типичный образец современной архитектуры.
Осатаник 61;4.0;5;4;1;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Аэропорт 68;0.5;5;2;3;Это здание построено из стандартных строительных материалов.
Магазин 19;1.2;1;2;1;Это здание не имеет особых архитектурных особенностей.
Логово 16;2.5;5;2;2;Это здание имеет стандартную конструкцию.
Петля 6;3.0;3;4;2;Это здание не имеет особых архитектурных особенностей.
Театр 68;3.3;3;5;4;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Пасека 52;4.0;5;4;2;Это здание является примером функционального дизайна.
Фабрика 100;0.5;3;2;5;Это здание представляет собой типичный образец современной архитектуры.
Петля 6;1.9;2;1;2;Это здание имеет стандартную конструкцию.
Шмелиное гнездо 23;0.2;1;3;5;Это здание очень функционально.
Муравейник 77;2.8;4;5;2;Это здание очень функционально.
Плантация 92;0.2;3;5;5;Это здание является примером функционального дизайна.
Петля 6;3.9;2;2;4;Это здание построено из стандартных строительных материалов.
Замок 81;3.9;3;3;3;Это здание представляет собой типичный образец современной архитектуры.
Лежбище 58;3.4;3;2;1;Это здание имеет стандартную конструкцию.
Театр 68;0.1;5;1;4;У этого здания отличная архитектура.
Церковь 97;1.8;3;3;5;Это здание имеет стандартную конструкцию.
Мост 30;2.9;2;1;2;Это здание построено из стандартных строительных материалов.
Паутинник 26;4.2;4;3;2;Это здание является примером функционального дизайна.
Кинотеатр 84;0.2;2;1;1;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Свиноферма 32;0.9;4;1;5;У этого здания отличная архитектура.
Университет 99;1.6;2;1;4;Это здание является примером функционального дизайна.
Музей 91;4.8;1;5;1;Это здание построено из стандартных строительных материалов.
Котельная 69;0.2;2;2;3;Это здание имеет стандартную конструкцию.
Театр 68;4.4;5;5;2;Это здание не имеет особых архитектурных особенностей.
Театр 68;2.3;4;4;4;Мне нравится дизайн этого здания.
Гусятник 51;1.7;3;1;1;Это здание очень функционально.
Аэропорт 68;0.2;1;4;3;Это здание представляет собой типичный образец современной архитектуры.
Церковь 65;2.4;3;5;5;Это здание построено из стандартных строительных материалов.
Электростанция 72;4.6;2;3;1;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Утятник 20;1.7;1;4;4;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Ламарий 93;0.3;3;3;2;Это здание построено из стандартных строительных материалов.
Банк 74;2.3;4;1;5;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Кошара 15;3.8;1;5;4;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Гнездо 78;1.7;2;5;2;Это здание имеет стандартную конструкцию.
Муравейник 77;3.2;1;5;2;Это здание не имеет особых архитектурных особенностей.
Академия 57;2.8;3;2;1;Это здание имеет стандартную конструкцию.
Университет 99;4.1;1;3;1;Это здание является примером функционального дизайна.
Лежбище 58;1.3;1;1;1;Это здание прекрасно вписывается в окружающий ландшафт.
Цирк 69;1.9;4;2;1;Это здание построено из стандартных строительных материалов.
Цирк 34;1.9;5;4;5;Это здание построено из стандартных строительных материалов.
Библиотека 51;0.9;3;2;2;Это здание является примером функционального дизайна.
Логово 16;3.1;3;3;1;Это великолепное здание!
Петля 6;4.6;3;5;4;Это здание построено из стандартных строительных материалов.
Паутинник 26;3.9;5;5;2;Это здание очень функционально.
Мушиный лабиринт 62;0.7;3;3;5;Это здание является примером функционального дизайна.
Аэропорт 68;3.6;4;5;3;Это здание представляет собой типичный образец современной архитектуры.
Дворец 20;2.2;3;5;4;Это здание не имеет особых архитектурных особенностей.
Котельная 92;3.0;5;3;3;Это здание не имеет особых архитектурных особенностей.
Виадук 2;2.7;3;4;1;Это здание представляет собой типичный образец современной архитектуры.
Маяк 88;3.8;1;4;2;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Банк 74;1.1;2;2;5;Это здание представляет собой типичный образец современной архитектуры.
Мушиный лабиринт 62;3.2;2;4;2;Это здание представляет собой типичный образец современной архитектуры.
Берлога 36;2.2;5;5;1;Мне нравится дизайн этого здания.
Пасека 52;4.7;5;4;2;Это здание является примером функционального дизайна.
Университет 99;3.6;3;2;1;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Кошара 99;3.5;5;1;4;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Мануфактура 92;0.3;3;5;5;Это здание построено из стандартных строительных материалов.
Котельная 69;3.9;2;2;5;Это здание является примером функционального дизайна.
Берлога 36;4.5;4;1;5;Это здание не имеет особых архитектурных особенностей.
Плантация 92;2.6;2;1;2;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Пасека 52;4.6;4;1;5;Мне нравится дизайн этого здания.
Паутинник 26;0.1;3;5;2;Это здание является примером функционального дизайна.
Аэропорт 68;0.8;1;5;4;Это здание имеет стандартную конструкцию.
Паутинник 26;3.5;5;1;4;Это здание прекрасно вписывается в окружающий ландшафт.
Цирк 69;0.3;5;1;4;Это здание представляет собой типичный образец современной архитектуры.
Церковь 97;3.7;4;3;3;Это здание является примером функционального дизайна.
Свиноферма 32;3.3;1;5;1;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Мост 30;2.7;1;5;4;Это здание является примером функционального дизайна.
Замок 81;1.9;3;4;5;Это здание имеет стандартную конструкцию.
Муравейник 77;3.5;4;5;3;Мне нравится дизайн этого здания.
Виадук 2;2.8;4;2;5;Это здание прекрасно вписывается в окружающий ландшафт.
Кошара 15;0.9;5;5;4;Мне нравится дизайн этого здания.
Фабрика 28;1.8;1;2;5;Это здание является примером функционального дизайна.
Виадук 2;1.9;4;4;3;Это здание имеет стандартную конструкцию.
Мост 30;4.7;5;2;2;Это здание представляет собой типичный образец современной архитектуры.
Кубло 25;4.2;4;2;1;Это здание не имеет особых архитектурных особенностей.
Гнездо 78;1.6;5;1;5;Это здание прекрасно вписывается в окружающий ландшафт.
Ферма 26;1.2;4;1;5;Это здание очень функционально.
Цирк 34;0.9;2;2;2;Это здание имеет стандартную конструкцию.
Электростанция 72;0.1;1;2;5;Это здание представляет собой типичный образец современной архитектуры.
Академия 57;0.2;4;1;5;Это здание построено из стандартных строительных материалов.
Котельная 69;1.0;5;3;1;Это здание прекрасно вписывается в окружающий ландшафт.
Магазин 19;3.4;5;1;1;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Шмелиное гнездо 23;0.8;2;5;5;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Виадук 2;2.8;3;1;3;Это здание прекрасно вписывается в окружающий ландшафт.
Почта 40;0.8;4;2;4;Это здание является примером функционального дизайна.
Лежбище 58;2.9;5;5;4;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Котельная 92;2.4;1;2;3;Это здание представляет собой типичный образец современной архитектуры.
Гараж 31;3.4;2;3;4;Это здание не имеет особых архитектурных особенностей.
Муравейник 77;4.0;1;2;1;Мне нравится дизайн этого здания.
Муравейник 68;0.5;1;5;4;Это здание имеет стандартную конструкцию.
Замок 81;2.6;1;2;3;Это здание прекрасно вписывается в окружающий ландшафт.
Шмелиное гнездо 23;1.6;2;5;3;У этого здания отличная архитектура.
Фабрика 28;2.8;1;4;5;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Музей 55;4.5;5;5;4;У этого здания отличная архитектура.
Электростанция 72;4.1;3;5;2;Это здание является примером функционального дизайна.
Церковь 97;0.1;2;4;2;Это здание имеет стандартную конструкцию.
Осатаник 61;0.5;4;4;4;Это здание построено из стандартных строительных материалов.
Музей 91;2.2;2;3;1;Это здание построено из стандартных строительных материалов.
Церковь 97;2.8;5;4;4;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Муравейник 77;0.3;1;2;1;Это великолепное здание!
Виадук 2;1.6;5;4;4;Это здание очень функционально.
Виадук 2;1.8;2;3;1;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Муравейник 77;3.2;4;5;2;Это здание представляет собой типичный образец современной архитектуры.
Петля 6;3.9;4;4;3;Это здание представляет собой типичный образец современной архитектуры.
ТЭЦ 5;0.5;1;3;2;Это здание имеет стандартную конструкцию.
Котельная 69;2.0;5;2;1;Это здание является примером функционального дизайна.
Мост 30;3.6;3;4;1;Мне нравится дизайн этого здания.
Церковь 65;2.8;3;4;3;Это великолепное здание!
Бункер 97;0.2;3;2;1;Это здание является примером функционального дизайна.
Берлога 36;0.9;4;1;3;Это здание построено из стандартных строительных материалов.
Бункер 97;2.3;5;4;5;Это здание не имеет особых архитектурных особенностей.
Банк 74;1.1;2;4;3;Мне нравится дизайн этого здания.
Почта 7;1.6;2;4;5;Это великолепное здание!
Ламарий 93;2.5;2;1;3;Это здание представляет собой типичный образец современной архитектуры.
Утятник 20;1.0;1;5;2;Это здание имеет стандартную конструкцию.
Магазин 19;3.0;4;1;2;Мне нравится дизайн этого здания.
Пасека 63;1.0;3;3;5;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Церковь 97;1.7;1;1;1;У этого здания отличная архитектура.
Свиноферма 32;2.2;1;2;4;Это здание прекрасно вписывается в окружающий ландшафт.
Котельная 69;0.7;5;4;1;Мне нравится дизайн этого здания.
Кинотеатр 84;4.4;1;1;3;Мне нравится дизайн этого здания.
Цирк 69;0.4;3;2;5;Это здание очень функционально.
Свиноферма 32;2.5;5;1;4;Это здание построено из стандартных строительных материалов.
Церковь 97;0.9;2;2;1;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Фабрика 100;0.8;5;1;4;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Муравейник 68;5.0;5;3;5;Мне нравится дизайн этого здания.
Свиноферма 32;1.4;1;3;4;Это здание представляет собой типичный образец современной архитектуры.
Свиноферма 32;2.6;5;3;1;Это здание является примером функционального дизайна.
Музей 91;0.8;4;4;5;Мне нравится дизайн этого здания.
Муравейник 77;1.5;3;2;4;Это здание построено из стандартных строительных материалов.
Театр 68;0.2;1;4;4;Это здание не имеет особых архитектурных особенностей.
Кинотеатр 84;0.6;5;1;2;Это великолепное здание!
Паутинник 26;4.2;5;1;5;Это здание очень функционально.
Шмелиное гнездо 23;1.9;4;3;2;Это здание прекрасно вписывается в окружающий ландшафт.
Цирк 34;4.1;4;3;5;Мне нравится дизайн этого здания.
Логово 16;3.5;2;3;5;Это здание имеет стандартную конструкцию.
Верблюжатник 5;4.7;1;2;3;Это здание имеет стандартную конструкцию.
Бункер 97;4.5;3;2;5;Это здание представляет собой типичный образец современной архитектуры.
Гараж 31;2.2;5;2;5;Это здание является примером функционального дизайна.
Библиотека 51;0.6;2;1;1;Это здание не имеет особых архитектурных особенностей.
Мануфактура 92;3.8;4;2;4;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Электростанция 72;3.9;2;4;2;Это здание представляет собой типичный образец современной архитектуры.
Пасека 63;4.7;4;3;4;Это здание имеет стандартную конструкцию.
Шмелиное гнездо 23;0.7;3;1;5;Это здание представляет собой типичный образец современной архитектуры.
Библиотека 51;3.4;1;3;2;Это здание построено из стандартных строительных материалов.
Кинотеатр 84;1.4;5;2;3;Это великолепное здание!
Замок 81;0.6;2;4;5;Это здание представляет собой типичный образец современной архитектуры.
Лежбище 58;3.7;4;3;4;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Ламарий 93;1.6;2;3;4;Это здание имеет стандартную конструкцию.
Лежбище 58;4.3;3;2;2;Это здание имеет стандартную конструкцию.
Мануфактура 92;2.0;4;1;1;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Магазин 19;2.8;5;4;3;Это здание является примером функционального дизайна.
Аэропорт 68;3.1;3;5;1;Это здание не имеет особых архитектурных особенностей.
Фабрика 28;1.8;4;3;2;Это здание представляет собой типичный образец современной архитектуры.
Академия 57;0.1;5;4;3;Это здание представляет собой типичный образец современной архитектуры.
Академия 57;0.3;4;1;2;У этого здания отличная архитектура.
Церковь 65;0.8;3;5;5;Это здание не имеет особых архитектурных особенностей.
Бункер 97;1.3;2;2;2;Это здание прекрасно вписывается в окружающий ландшафт.
Библиотека 51;5.0;5;1;1;Это здание прекрасно вписывается в окружающий ландшафт.
Мануфактура 92;4.2;5;1;4;Это здание имеет стандартную конструкцию.
ТЭЦ 5;2.0;2;2;2;Это великолепное здание!
Лосятник 92;1.2;4;1;5;У этого здания отличная архитектура.
Банк 74;1.6;2;3;2;Это здание представляет собой типичный образец современной архитектуры.
Логово 16;5.0;4;4;5;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Кошара 99;4.5;3;2;3;Это здание очень функционально.
Университет 99;3.3;2;1;4;Это здание имеет стандартную конструкцию.
Гусятник 51;0.9;2;4;3;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Замок 81;2.1;4;2;1;Это здание представляет собой типичный образец современной архитектуры.
Церковь 97;4.5;4;4;4;Это здание не имеет особых архитектурных особенностей.
Лосятник 92;2.2;4;5;5;Это здание представляет собой типичный образец современной архитектуры.
Логово 16;3.2;1;5;4;Это здание имеет стандартную конструкцию.
Почта 7;2.0;4;1;4;Это здание не имеет особых архитектурных особенностей.
Кинотеатр 84;2.3;5;5;3;Это здание является примером функционального дизайна.
Пасека 52;0.7;3;1;5;Это здание построено из стандартных строительных материалов.
Пасека 52;1.8;1;5;1;Это здание прекрасно вписывается в окружающий ландшафт.
Ламарий 93;3.5;2;1;5;Это здание не имеет особых архитектурных особенностей.
Логово 16;0.7;1;3;1;Это здание является примером функционального дизайна.
Шмелиное гнездо 23;0.2;1;1;1;Это здание не имеет особых архитектурных особенностей.
Цирк 34;4.6;2;2;4;Это здание является примером функционального дизайна.
Маяк 88;0.4;3;5;4;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Осатаник 61;4.5;4;5;1;Это здание не имеет особых архитектурных особенностей.
Мост 30;2.3;3;4;4;Это здание имеет стандартную конструкцию.
Музей 55;3.0;1;3;5;Это здание имеет стандартную конструкцию.
Церковь 97;1.0;1;3;5;У этого здания отличная архитектура.
Фабрика 28;2.3;4;5;3;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Магазин 19;2.0;2;1;3;Это здание прекрасно вписывается в окружающий ландшафт.
Порт 71;2.7;3;4;1;У этого здания отличная архитектура.
Котельная 92;2.8;4;4;4;Это здание является примером функционального дизайна.
Муравейник 77;4.4;2;2;2;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Кошара 99;2.2;2;1;5;Это здание имеет стандартную конструкцию.
Лосятник 92;3.7;1;1;5;Это здание построено из стандартных строительных материалов.
Маяк 88;3.3;5;3;3;Это здание прекрасно вписывается в окружающий ландшафт.
Ламарий 93;1.3;5;3;4;У этого здания отличная архитектура.
Мануфактура 92;5.0;2;2;2;Это здание прекрасно вписывается в окружающий ландшафт.
Маяк 88;4.2;5;4;3;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Музей 91;2.6;4;2;3;Это здание прекрасно вписывается в окружающий ландшафт.
Фабрика 28;1.9;4;5;1;Это здание не имеет особых архитектурных особенностей.
Церковь 97;2.6;5;3;2;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Конюшня 27;1.4;5;3;5;Это здание прекрасно вписывается в окружающий ландшафт.
Петля 6;1.4;5;3;1;Это здание является примером функционального дизайна.
Библиотека 51;1.9;5;5;1;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Петля 6;1.0;4;2;4;Мне нравится дизайн этого здания.
Конюшня 27;1.4;5;2;5;Это великолепное здание!
Осатаник 61;4.9;2;5;5;Это здание является примером функционального дизайна.
Утятник 20;2.8;2;1;4;Это здание не имеет особых архитектурных особенностей.
Логово 16;4.3;5;3;5;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Паутинник 26;4.9;4;5;1;Это здание построено из стандартных строительных материалов.
ТЭЦ 5;2.1;3;3;3;Это здание не имеет особых архитектурных особенностей.
Музей 55;2.8;5;2;4;Это здание представляет собой типичный образец современной архитектуры.
Лежбище 58;1.9;5;2;1;Это здание не имеет особых архитектурных особенностей.
Мостки 31;0.7;3;3;3;Это здание очень функционально.
Муравейник 77;1.8;2;2;2;Это здание является примером функционального дизайна.
Мост 30;3.4;1;2;5;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Муравейник 68;2.8;1;4;3;Это здание не имеет особых архитектурных особенностей.
Конюшня 27;3.9;5;3;1;Это здание представляет собой типичный образец современной архитектуры.
Пасека 52;2.0;2;4;2;Это здание построено из стандартных строительных материалов.
Почта 40;3.2;5;5;2;Это здание прекрасно вписывается в окружающий ландшафт.
Университет 99;0.8;5;1;4;Это великолепное здание!
Бункер 97;0.8;4;5;1;Это здание представляет собой типичный образец современной архитектуры.
Логово 16;2.6;5;3;5;Это здание прекрасно вписывается в окружающий ландшафт.
Замок 81;4.7;2;2;5;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Осатаник 61;2.8;1;2;3;Это здание представляет собой типичный образец современной архитектуры.
Муравейник 77;4.7;1;5;4;Это здание имеет стандартную конструкцию.
ТЭЦ 5;0.4;3;2;3;Это здание не имеет особых архитектурных особенностей.
Мануфактура 92;3.0;3;2;4;Это здание построено из стандартных строительных материалов.
Музей 91;2.5;5;3;4;Это здание не имеет особых архитектурных особенностей.
Театр 68;3.4;1;5;2;Это здание построено из стандартных строительных материалов.
Гнездо 78;0.9;1;5;5;Это здание построено из стандартных строительных материалов.
Лосятник 92;1.0;2;4;2;Это здание построено из стандартных строительных материалов.
Лежбище 58;1.4;5;2;3;Это здание представляет собой типичный образец современной архитектуры.
Мануфактура 92;3.6;1;4;2;Это здание является примером функционального дизайна.
Виадук 2;1.4;4;2;3;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Университет 99;1.8;4;5;1;Это здание представляет собой типичный образец современной архитектуры.
Шмелиное гнездо 23;1.1;2;2;4;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Фабрика 100;2.1;1;4;3;Это здание представляет собой типичный образец современной архитектуры.
Гнездо 78;2.2;5;3;1;Это здание построено из стандартных строительных материалов.
Котельная 69;4.7;3;4;4;Это здание является примером функционального дизайна.
Виадук 2;2.6;4;3;2;Это великолепное здание!
Цирк 69;2.9;5;4;3;Мне нравится дизайн этого здания.
Кубло 25;3.5;5;2;4;Это здание очень функционально.
Магазин 19;4.3;4;1;3;Это здание не имеет особых архитектурных особенностей.
Муравейник 77;4.3;3;5;5;Это здание построено из стандартных строительных материалов.
Путепровод 8;4.9;2;4;5;Это здание представляет собой типичный образец современной архитектуры.
Музей 55;4.9;1;3;3;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Мануфактура 92;2.3;5;2;5;Это великолепное здание!
Кинотеатр 24;3.8;5;1;2;Это здание очень функционально.
Путепровод 8;0.8;1;5;2;Это здание не имеет особых архитектурных особенностей.
Лосятник 92;0.9;2;4;3;Это здание не имеет особых архитектурных особенностей.
Почта 40;1.0;1;2;3;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Муравейник 68;0.2;4;1;3;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Логово 16;2.7;5;2;2;У этого здания отличная архитектура.
Мостки 31;1.8;4;1;3;Это здание представляет собой типичный образец современной архитектуры.
Кинотеатр 84;5.0;1;1;1;Мне нравится дизайн этого здания.
Магазин 19;1.3;2;3;1;Это здание построено из стандартных строительных материалов.
Шмелиное гнездо 23;3.5;2;2;3;Это здание является примером функционального дизайна.
Ферма 26;4.5;1;3;4;Это здание представляет собой типичный образец современной архитектуры.
Бункер 97;5.0;4;1;5;Это здание очень функционально.
Гусятник 51;0.2;2;3;5;Это здание является примером функционального дизайна.
Гнездо 78;3.5;2;3;4;Мне нравится дизайн этого здания.
ТЭЦ 5;3.8;4;4;1;Это здание прекрасно вписывается в окружающий ландшафт.
Кинотеатр 24;2.5;5;1;1;Это здание прекрасно вписывается в окружающий ландшафт.
Муравейник 68;0.4;4;5;2;Это здание имеет стандартную конструкцию.
Шмелиное гнездо 23;4.0;1;1;2;Это здание построено из стандартных строительных материалов.
Берлога 36;1.2;5;1;1;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Мануфактура 92;2.5;5;2;4;Это здание имеет стандартную конструкцию.
Бункер 97;4.0;4;2;3;Это здание построено из стандартных строительных материалов.
Муравейник 77;1.3;2;1;4;Это здание очень функционально.
Электростанция 72;1.9;4;4;2;Это здание представляет собой типичный образец современной архитектуры.
Ферма 26;3.6;2;2;5;Это здание представляет собой типичный образец современной архитектуры.
Бункер 97;4.1;4;3;2;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
ТЭЦ 5;0.3;1;1;4;Это здание очень функционально.
Петля 6;3.2;4;5;5;Это здание построено из стандартных строительных материалов.
Свиноферма 32;2.0;5;3;4;Это здание не имеет особых архитектурных особенностей.
Библиотека 51;4.8;2;2;4;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Маяк 88;3.4;2;3;2;Это великолепное здание!
Библиотека 51;3.3;2;1;2;Это здание имеет стандартную конструкцию.
Кубло 25;2.3;5;3;2;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Виадук 2;4.0;3;2;5;Это здание очень функционально.
Аэропорт 68;0.9;5;4;2;Это великолепное здание!
Осатаник 61;2.3;5;3;2;Это здание имеет стандартную конструкцию.
Церковь 97;1.3;5;1;2;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Мушиный лабиринт 62;0.1;5;2;4;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Котельная 92;2.8;3;3;5;Это здание не имеет особых архитектурных особенностей.
Пасека 63;0.6;3;2;1;Это здание построено из стандартных строительных материалов.
Кинотеатр 84;3.5;2;4;5;Это здание построено из стандартных строительных материалов.
Ламарий 93;4.8;3;2;2;Это здание является примером функционального дизайна.
Берлога 36;4.1;5;4;2;Это здание представляет собой типичный образец современной архитектуры.
Муравейник 77;3.3;5;1;2;Это здание имеет стандартную конструкцию.
Бункер 97;3.2;1;3;3;Это здание является примером функционального дизайна.
Котельная 69;3.8;4;2;1;Это здание не имеет особых архитектурных особенностей.
Логово 16;3.4;4;3;4;У этого здания отличная архитектура.
Гнездо 78;0.7;1;5;1;Это здание имеет стандартную конструкцию.
Плантация 92;3.2;1;3;4;Это здание не имеет особых архитектурных особенностей.
Лосятник 92;0.1;4;3;2;У этого здания отличная архитектура.
Логово 16;0.8;1;5;2;Это здание не имеет особых архитектурных особенностей.
Бункер 97;3.1;4;4;5;Это здание построено из стандартных строительных материалов.
Лежбище 58;3.4;4;4;1;Это здание построено из стандартных строительных материалов.
Шмелиное гнездо 23;2.5;4;4;2;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
